Progeny_ID
URONAP008-1
URONAP042-1
URONAP047-1
URONAP078-1
URONAP096-1
URONAP101-1
URONAP102-1
URONAP104-1
URONAP107-1
URONAP108-1
URONAP110-1
URONAP114-1
URONAP117-1
URONAP119-1
URONAP120-1
URONAP121-1
URONAP123-1
URONAP124-1
URONAP125-1
URONAP126-1
URONAP127-1
URONAP128-1
URONAP131-1
URONAP132-1
URONAP134-1
URONAP135-1
URONAP139-1
URONAP140-1
URONAP142-1
URONAP143-1
URONAP144-1
URONAP145-1
URONAP146-1
URONAP149-1
URONAP150-1
URONAP152-1
URONAP154-1
URONAP157-1
URONAP162-1
UROBS0037-1
UROBS0118-4
UROBS0151-1
UROBS0180-1
UROBS0180-2
UROBS0184-3
UROBS0185-1
UROBS0185-3
UROMI0045-1
UROMI0052-1
UROMI0060-1
UROMI0062-1
UROMI0090-1
UROVG006-4
UROBA005-1
UROBOP0003-1
UROBOP0006-4
UROBOP0007-1
UROBOP0008-1
UROBOP0009-1
UROBOP0010-1
UROBOP0011-1
UROBOP0012-1
UROBOP0013-1
UROBOP0016-1
UROBOP0018-1
UROBOP0020-1
UROBOP0022-1
UROBOP0023-1
UROBOP0025-1
UROBOP0029-1
UROBOP0035-1
UROBOP0038-1
UROBOP0045-1
UROBOP0049-1
UROBOP0053-1
UROBOP0056-1
UROBOP0057-1
UROBOP0058-1
UROBOP0062-1
UROBOP0063-1
UROBOP0064-1
UROBOP0072-1
UROBOP0073-1
UROBOP0076-1
UROBOP0077-1
UROBOP0078-1
UROBOP0081-1
UROBOP0082-1
UROBOP0085-1
UROBOP0086-1
UROBOP0087-1
UROBOP0089-1
UROBOP0092-1
UROBOP0096-1
UROBOP0098-1
UROBOP0099-1
UROBOP0100-1
UROBOP0102-1
UROBOP0104-1
UROBOP0107-1
UROBOP0111-1
UROBOP0112-1
ITSAC034-1
ITSAC035-1
ITSAC036-1
ITSAC037-1
ITSAC040-1
ITSAC041-1
ITSAC044-1
ITSAC045-1
ITSAC046-1
ITSAC047-1
ITSAC048-1
ITSAC049-1
ITSAC050-1
ITSAC051-1
ITSAC052-1
ITSAC054-1
ITSAC055-1
ITSAC056-1
ITSAC057-1
ITSAC058-1
ITSAC059-1
ITSAC061-1
ITSAC062-1
ITSAC063-1
ITSAC064-1
ITSAC066-1
ITSAC092-1
ITSAC112-1
ITSAC112-2
ITSAC112-3
UROME016-1
UROME016-2
UROME016-3
UROME058-1
UROME061-1
UROME064-1
UROME064-1
UROME064-2
UROME064-2
UROME064-3
UROME064-3
CRM009-1
CRM013-1
CRM023-2
CRM038-3
CRM040-1
CRM061-4
CRM077-3
CRM091-2
CRM094-3
CRM100-2
CRM131-2
CRM133-2
CRM134-2
CRM134-3
CRM134-4
CRM136-2
CRM138-3
CRM140-2
CRM141-3
CRM142-4
CRM144-2
CRM144-3
CRM145-2
CRM145-3
CRM146-3
CRM147-2
CRM147-3
CRM148-3
CRM149-3
CRM150-2
CRM150-3
CRM153-2
CRM153-3
CRM154-3
CRM155-2
CRM155-3
CRM156-3
CRM158-2
CRM158-3
CRM159-2
CRM160-2
CRM160-3
CRM162-2
CRM162-3
CRM163-2
CRM164-3
CRM165-2
CRM165-3
CRM167-3
CRM168-2
CRM169-1
CRM169-2
CRM169-3
CRM170-1
CRM170-2
CRM170-3
CRM171-1
CRM171-2
CRM171-3
CRM172-1
CRM172-2
CRM172-3
CRM173-1
CRM173-2
CRM173-3
CRM176-3
CRM178-2
CRM179-2
CRM179-3
LADA0001-2
LADA0001-3
LADA0003-2
LADA0003-3
LADA0005-2
LADA0005-3
ISR001-1
ISR001-2
ISR001-3
ISR001-4
K55217
UROFOP001-1
UROFOP001-2
UROFOP004-3
UROFOP032-1
IR0005-5
IR0006-1
IR0010-3
IR0011-2
KIMONO001-1
KIMONO004-1
KIMONO050-4
KIMONO053-4
UROPV028-1
HYPO1000-1
HYPO1007-2
HYPO1010-3
UROCA025-2
UROPE002-2
UROBOA0001-1
UROBOA0002-1
UROBOA0003-1
UROBOA0004-1
UROBOA0004-4
UROBOA0006-1
UROBOA0007-1
UROBOA0009-01
UROBOA0010-1
UROBOA0011-1
P3210-1
P3211-1
P3212-1
